time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
156.849734,2.2,0,27.309,27.308,36.335,23.627,59,89,25.5,-4.13,1427.8,0,0,0,0,0,0,24.4165,-81.384,M4-040,OSTRICH 2014,5WS-A.PRO
156.84978,2.3,0,27.306,27.305,36.334,23.627,53,90,25.7,-4.34,1445,0,0,0,0,0,0,24.4165,-81.384,M4-040,OSTRICH 2014,5WS-A.PRO
156.849826,2.5,0,27.3,27.3,36.311,23.611,55,91,26,-4.73,1461.6,0,0,0,0,0,0,24.4164,-81.384,M4-040,OSTRICH 2014,5WS-A.PRO
156.849873,2.9,0,27.299,27.299,36.31,23.611,58,92,26.3,-5.52,1477.5,0,0,0,0,0,0,24.4164,-81.384,M4-040,OSTRICH 2014,5WS-A.PRO
156.850012,5.9,0,27.261,27.26,36.309,23.623,57,94,26.9,-10.99,1509.8,0,0,0,0,0,0,24.4164,-81.384,M4-040,OSTRICH 2014,5WS-A.PRO
156.850058,7.5,0,27.191,27.19,36.334,23.664,60,94,26.9,-14.11,1509.8,0,0,0,0,0,0,24.4163,-81.3839,M4-040,OSTRICH 2014,5WS-A.PRO
156.850104,8.5,0,27.18,27.178,36.339,23.671,57,95,27.2,-15.87,1528.8,0,0,0,0,0,0,24.4163,-81.3839,M4-040,OSTRICH 2014,5WS-A.PRO
156.85015,10,0,27.168,27.166,36.334,23.672,58,96,2,-14.28,1547,0,0,0,0,0,0,24.4162,-81.3839,M4-040,OSTRICH 2014,5WS-A.PRO
156.850197,11.2,0,27.159,27.156,36.336,23.677,59,96,2,-16.82,1547,0,0,0,0,0,0,24.4162,-81.3839,M4-040,OSTRICH 2014,5WS-A.PRO
156.850243,12.4,0,27.153,27.15,36.339,23.681,60,97,2,-18.96,1565.8,0,0,0,0,0,0,24.4162,-81.3839,M4-040,OSTRICH 2014,5WS-A.PRO
156.850289,14,0,27.148,27.145,36.34,23.683,59,98,2,-21.49,1585.7,0,0,0,0,0,0,24.4161,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850336,14.5,0,27.143,27.14,36.346,23.689,57,99,2,-21.69,1606.2,0,0,0,0,0,0,24.4161,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850382,14.4,0,27.143,27.139,36.351,23.693,51,99,1.4,-16.02,1606.2,0,0,0,0,0,0,24.4161,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850428,14.3,0,27.143,27.14,36.352,23.694,51,100,1.7,-12.7,1626.3,0,0,0,0,0,0,24.416,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850475,14.3,0,27.143,27.14,36.352,23.694,51,101,1.7,-10.94,1645.9,0,0,0,0,0,0,24.416,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850521,14.5,0,27.143,27.139,36.351,23.693,52,102,1.7,-8.41,1664.5,0,0,0,0,0,0,24.416,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850567,14.5,0,27.142,27.139,36.352,23.694,51,103,2,-6.26,1682.8,0,0,0,0,0,0,24.4159,-81.3838,M4-040,OSTRICH 2014,5WS-A.PRO
156.850613,14.5,0,27.142,27.139,36.351,23.693,51,104,2,-3.91,1700.6,0,0,0,0,0,0,24.4159,-81.3837,M4-040,OSTRICH 2014,5WS-A.PRO
