time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
150.904988,1.8,0,27.834,27.834,50,33.787,89,84,24,-3.29,55,0,0,0,0,0,0,25.3359,-79.6059,M4-013,OSTRICH 2014,2CM-B.PRO
150.905046,1.7,0,28.422,28.422,50,33.585,89,84,24,-3.1,55,0,0,0,0,0,0,25.3359,-79.6059,M4-013,OSTRICH 2014,2CM-B.PRO
150.905093,1.8,0,28.381,28.38,50,33.599,89,84,24,-3.29,55,0,0,0,0,0,0,25.3359,-79.6058,M4-013,OSTRICH 2014,2CM-B.PRO
150.905139,1.7,0,28.339,28.339,50,33.613,89,84,24,-3.1,55,0,0,0,0,0,0,25.3359,-79.6058,M4-013,OSTRICH 2014,2CM-B.PRO
150.905185,1.9,0,28.316,28.315,50,33.621,89,84,24,-3.48,55,0,0,0,0,0,0,25.3359,-79.6058,M4-013,OSTRICH 2014,2CM-B.PRO
150.905231,1.6,0,28.228,28.227,50,33.652,89,84,24,-3.09,55,0,0,0,0,0,0,25.3359,-79.6058,M4-013,OSTRICH 2014,2CM-B.PRO
150.905278,1.8,0,28.199,28.199,50,33.662,89,84,24,-3.29,55,0,0,0,0,0,0,25.3359,-79.6057,M4-013,OSTRICH 2014,2CM-B.PRO
150.905324,1.8,0,28.177,28.177,50,33.669,89,84,24,-3.29,55,0,0,0,0,0,0,25.3359,-79.6057,M4-013,OSTRICH 2014,2CM-B.PRO
150.90537,1.9,0,28.149,28.148,50,33.679,89,84,0,-0.19,55,0,0,0,0,0,0,25.3359,-79.6057,M4-013,OSTRICH 2014,2CM-B.PRO
150.905417,1.9,0,28.115,28.115,50,33.691,89,84,0,-0.38,55,0,0,0,0,0,0,25.3359,-79.6057,M4-013,OSTRICH 2014,2CM-B.PRO
150.905463,1.8,0,28.114,28.114,50,33.691,89,84,0,0,55,0,0,0,0,0,0,25.3358,-79.6056,M4-013,OSTRICH 2014,2CM-B.PRO
150.905509,2,0,28.15,28.149,50,33.679,89,84,0,-0.58,55,0,0,0,0,0,0,25.3358,-79.6056,M4-013,OSTRICH 2014,2CM-B.PRO
150.905556,1.6,0,28.161,28.16,50,33.675,89,84,0,0.39,55,0,0,0,0,0,0,25.3358,-79.6056,M4-013,OSTRICH 2014,2CM-B.PRO
150.905625,1.7,0,28.139,28.139,50,33.683,79,84,0,-0.19,55,0,0,0,0,0,0,25.3358,-79.6056,M4-013,OSTRICH 2014,2CM-B.PRO
150.905671,1.9,0,28.064,28.064,50,33.708,67,84,0,-0.19,55,0,0,0,0,0,0,25.3358,-79.6055,M4-013,OSTRICH 2014,2CM-B.PRO
150.905718,1.7,0,28.008,28.008,50,33.728,54,84,0,0.01,55,0,0,0,0,0,0,25.3358,-79.6055,M4-013,OSTRICH 2014,2CM-B.PRO
150.905764,2,0,28.003,28.003,50,33.729,26,84,0,-0.19,55,0,0,0,0,0,0,25.3358,-79.6055,M4-013,OSTRICH 2014,2CM-B.PRO
150.90581,1.7,0,28.014,28.013,50,33.726,33,84,0,0.21,55,0,0,0,0,0,0,25.3358,-79.6054,M4-013,OSTRICH 2014,2CM-B.PRO
150.905856,1.7,0,28.051,28.051,50,33.713,35,84,0,0.01,55,0,0,0,0,0,0,25.3358,-79.6054,M4-013,OSTRICH 2014,2CM-B.PRO
150.905903,2,0,28.087,28.086,50,33.701,31,84,0,0.01,55,0,0,0,0,0,0,25.3357,-79.6054,M4-013,OSTRICH 2014,2CM-B.PRO
150.905949,1.9,0,28.129,28.128,50,33.686,40,84,0,-0.38,55,0,0,0,0,0,0,25.3357,-79.6054,M4-013,OSTRICH 2014,2CM-B.PRO
150.905995,2.2,0,28.177,28.176,50,33.669,43,84,0,-0.78,55,0,0,0,0,0,0,25.3357,-79.6053,M4-013,OSTRICH 2014,2CM-B.PRO
150.906042,1.8,0,28.222,28.222,50,33.654,47,84,0,0.01,55,0,0,0,0,0,0,25.3357,-79.6053,M4-013,OSTRICH 2014,2CM-B.PRO
150.906088,1.6,0,28.283,28.282,50,33.633,54,85,0.3,0.2,70.6,0,0,0,0,0,0,25.3357,-79.6053,M4-013,OSTRICH 2014,2CM-B.PRO
150.906134,1.8,0,28.169,28.169,31.915,20.024,51,85,0.3,0.2,70.6,0,0,0,0,0,0,25.3357,-79.6053,M4-013,OSTRICH 2014,2CM-B.PRO
150.906181,2,0,28.137,28.137,36.177,23.237,55,86,0.6,-0.39,86.1,0,0,0,0,0,0,25.3357,-79.6053,M4-013,OSTRICH 2014,2CM-B.PRO
