time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
156.992407,2,0,26.809,26.809,50,34.136,37,84,24,-3.82,1787.9,0,0,0,0,0,0,24.3923,-81.3434,M4-043,OSTRICH 2014,5WM-B.PRO
156.992454,2.1,0,26.851,26.85,5.846,0.938,40,84,24,-4.01,1787.9,0,0,0,0,0,0,24.3923,-81.3434,M4-043,OSTRICH 2014,5WM-B.PRO
156.9925,2.2,0,26.936,26.936,35.674,23.248,49,85,24.3,-4.21,1806.3,0,0,0,0,0,0,24.3922,-81.3433,M4-043,OSTRICH 2014,5WM-B.PRO
156.992546,2.2,0,26.935,26.934,36.239,23.674,50,86,24.6,-4.21,1824.4,0,0,0,0,0,0,24.3922,-81.3433,M4-043,OSTRICH 2014,5WM-B.PRO
156.992593,2.2,0,26.935,26.934,36.244,23.678,51,87,24.9,-4.21,1842.3,0,0,0,0,0,0,24.3922,-81.3433,M4-043,OSTRICH 2014,5WM-B.PRO
156.992639,2.1,0,26.934,26.934,36.279,23.705,51,87,24.9,-4.01,1842.3,0,0,0,0,0,0,24.3921,-81.3433,M4-043,OSTRICH 2014,5WM-B.PRO
156.992685,2.2,0,26.937,26.936,36.321,23.736,51,88,25.2,-4.21,1860.1,0,0,0,0,0,0,24.3921,-81.3433,M4-043,OSTRICH 2014,5WM-B.PRO
156.992731,2.5,0,26.936,26.935,36.327,23.741,56,89,25.5,-4.6,1876.3,0,0,0,0,0,0,24.3921,-81.3432,M4-043,OSTRICH 2014,5WM-B.PRO
156.992778,2.6,0,26.936,26.935,36.332,23.744,56,89,1.4,-0.98,1876.3,0,0,0,0,0,0,24.392,-81.3432,M4-043,OSTRICH 2014,5WM-B.PRO
156.992824,3.6,0,26.935,26.935,36.332,23.745,55,90,1.7,-2.73,1892.4,0,0,0,0,0,0,24.392,-81.3432,M4-043,OSTRICH 2014,5WM-B.PRO
156.99287,4.2,0,26.937,26.936,36.34,23.75,55,91,1.7,-3.71,1908.8,0,0,0,0,0,0,24.392,-81.3432,M4-043,OSTRICH 2014,5WM-B.PRO
