time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
151.699537,1.8,0,27.797,27.797,36.612,23.676,52,429,122.7,-3.44,7442.5,0,0,0,0,0,0,25.1181,-79.2517,M4-017,OSTRICH 2014,2ED-B.PRO
151.699583,1.9,0,27.771,27.771,36.568,23.652,53,430,123,-3.64,7459.5,0,0,0,0,0,0,25.1181,-79.2516,M4-017,OSTRICH 2014,2ED-B.PRO
151.69963,1.8,0,27.72,27.719,36.577,23.675,54,431,123.3,-3.45,7476.2,0,0,0,0,0,0,25.1181,-79.2516,M4-017,OSTRICH 2014,2ED-B.PRO
151.699676,1.9,0,27.721,27.721,36.513,23.627,53,432,123.6,-3.64,7493.2,0,0,0,0,0,0,25.1181,-79.2515,M4-017,OSTRICH 2014,2ED-B.PRO
151.699722,1.6,0,27.741,27.74,36.512,23.62,54,434,124.2,-3.06,7525.4,0,0,0,0,0,0,25.1181,-79.2515,M4-017,OSTRICH 2014,2ED-B.PRO
151.69978,1.8,0,27.752,27.752,36.516,23.619,54,435,124.5,-3.46,7542,0,0,0,0,0,0,25.1181,-79.2514,M4-017,OSTRICH 2014,2ED-B.PRO
151.699826,1.8,0,27.738,27.737,36.506,23.616,54,436,124.7,-3.46,7558.6,0,0,0,0,0,0,25.1181,-79.2514,M4-017,OSTRICH 2014,2ED-B.PRO
151.699873,1.7,0,27.728,27.727,36.493,23.61,54,437,2.3,0.16,7574.3,0,0,0,0,0,0,25.1181,-79.2514,M4-017,OSTRICH 2014,2ED-B.PRO
151.699919,1.7,0,27.718,27.718,36.497,23.616,54,438,2.6,0.16,7589.9,0,0,0,0,0,0,25.1181,-79.2513,M4-017,OSTRICH 2014,2ED-B.PRO
151.699965,2.2,0,27.712,27.711,36.491,23.613,54,439,2.6,-0.42,7605.7,0,0,0,0,0,0,25.1181,-79.2513,M4-017,OSTRICH 2014,2ED-B.PRO
151.700012,2.9,0,27.672,27.671,36.508,23.639,53,440,2.6,-1.98,7622.3,0,0,0,0,0,0,25.1181,-79.2513,M4-017,OSTRICH 2014,2ED-B.PRO
151.700058,2.9,0,27.619,27.618,36.507,23.656,54,441,2.6,-1.79,7638.5,0,0,0,0,0,0,25.1181,-79.2512,M4-017,OSTRICH 2014,2ED-B.PRO
151.700104,3.3,0,27.582,27.581,36.488,23.653,52,441,2,-3.15,7638.5,0,0,0,0,0,0,25.1181,-79.2512,M4-017,OSTRICH 2014,2ED-B.PRO
151.70015,3.9,0,27.548,27.547,36.483,23.661,54,442,2,-3.93,7655.2,0,0,0,0,0,0,25.1181,-79.2511,M4-017,OSTRICH 2014,2ED-B.PRO
151.700197,4.4,0,27.538,27.537,36.492,23.671,53,443,2,-4.71,7672.5,0,0,0,0,0,0,25.1181,-79.2511,M4-017,OSTRICH 2014,2ED-B.PRO
151.700243,4.8,0,27.523,27.522,36.5,23.682,52,444,2,-5.69,7690.4,0,0,0,0,0,0,25.1181,-79.251,M4-017,OSTRICH 2014,2ED-B.PRO
151.700289,5.4,0,27.504,27.502,36.52,23.703,52,445,2,-6.85,7708.6,0,0,0,0,0,0,25.1181,-79.251,M4-017,OSTRICH 2014,2ED-B.PRO
151.700336,5.7,0,27.483,27.481,36.502,23.697,52,446,2,-6.66,7726.7,0,0,0,0,0,0,25.1181,-79.251,M4-017,OSTRICH 2014,2ED-B.PRO
151.700382,5.9,0,27.467,27.466,36.505,23.704,53,447,2,-5.68,7744.2,0,0,0,0,0,0,25.1181,-79.2509,M4-017,OSTRICH 2014,2ED-B.PRO
151.700428,6.3,0,27.462,27.46,36.499,23.701,52,448,2,-6.46,7762.3,0,0,0,0,0,0,25.1181,-79.2509,M4-017,OSTRICH 2014,2ED-B.PRO
151.700475,6.9,0,27.452,27.45,36.487,23.695,53,449,2.3,-6.66,7780.1,0,0,0,0,0,0,25.1181,-79.2508,M4-017,OSTRICH 2014,2ED-B.PRO
151.700521,7.1,0,27.443,27.441,36.483,23.695,53,449,2,-5.87,7780.1,0,0,0,0,0,0,25.1181,-79.2508,M4-017,OSTRICH 2014,2ED-B.PRO
151.700567,7.4,0,27.436,27.434,36.486,23.7,52,450,2,-5.68,7798,0,0,0,0,0,0,25.1181,-79.2508,M4-017,OSTRICH 2014,2ED-B.PRO
151.700613,7.9,0,27.43,27.428,36.481,23.698,51,451,2,-5.87,7816.2,0,0,0,0,0,0,25.1181,-79.2507,M4-017,OSTRICH 2014,2ED-B.PRO
151.70066,8.2,0,27.423,27.421,36.477,23.697,53,452,2,-5.29,7833.7,0,0,0,0,0,0,25.1181,-79.2507,M4-017,OSTRICH 2014,2ED-B.PRO
151.700706,8.5,0,27.422,27.42,36.478,23.698,52,453,2,-5.28,7851.4,0,0,0,0,0,0,25.1181,-79.2507,M4-017,OSTRICH 2014,2ED-B.PRO
151.700752,9.2,0,27.419,27.417,36.476,23.697,53,454,2,-6.06,7869.1,0,0,0,0,0,0,25.1181,-79.2506,M4-017,OSTRICH 2014,2ED-B.PRO
151.700799,9.5,0,27.416,27.414,36.475,23.698,52,455,2,-5.87,7887,0,0,0,0,0,0,25.1181,-79.2506,M4-017,OSTRICH 2014,2ED-B.PRO
151.700845,9.8,0,27.41,27.408,36.471,23.697,54,456,2,-5.48,7904.2,0,0,0,0,0,0,25.1181,-79.2505,M4-017,OSTRICH 2014,2ED-B.PRO
151.700891,10.1,0,27.409,27.407,36.47,23.697,52,457,2.3,-5.67,7922,0,0,0,0,0,0,25.1181,-79.2505,M4-017,OSTRICH 2014,2ED-B.PRO
151.700938,10.8,0,27.411,27.408,36.471,23.697,52,458,2.3,-6.45,7940.1,0,0,0,0,0,0,25.1181,-79.2505,M4-017,OSTRICH 2014,2ED-B.PRO
151.700984,11,0,27.412,27.41,36.471,23.696,53,458,2,-5.86,7940.1,0,0,0,0,0,0,25.1181,-79.2504,M4-017,OSTRICH 2014,2ED-B.PRO
151.70103,11.3,0,27.413,27.411,36.471,23.696,54,459,2,-5.86,7957.4,0,0,0,0,0,0,25.1181,-79.2504,M4-017,OSTRICH 2014,2ED-B.PRO
151.701076,11.7,0,27.414,27.411,36.471,23.696,52,460,2,-5.86,7975.3,0,0,0,0,0,0,25.1181,-79.2503,M4-017,OSTRICH 2014,2ED-B.PRO
151.701123,12.2,0,27.416,27.413,36.47,23.694,54,461,2,-5.67,7992.5,0,0,0,0,0,0,25.1181,-79.2503,M4-017,OSTRICH 2014,2ED-B.PRO
151.701169,12.6,0,27.416,27.414,36.47,23.695,51,462,2,-5.86,8010.8,0,0,0,0,0,0,25.1181,-79.2502,M4-017,OSTRICH 2014,2ED-B.PRO
151.701215,13,0,27.417,27.414,36.471,23.694,53,463,2,-6.05,8028.4,0,0,0,0,0,0,25.1181,-79.2502,M4-017,OSTRICH 2014,2ED-B.PRO
151.701262,13.1,0,27.418,27.415,36.471,23.695,53,464,2,-5.66,8045.9,0,0,0,0,0,0,25.1181,-79.2502,M4-017,OSTRICH 2014,2ED-B.PRO
151.701308,13.8,0,27.418,27.415,36.471,23.695,53,465,2,-5.66,8063.5,0,0,0,0,0,0,25.1181,-79.2501,M4-017,OSTRICH 2014,2ED-B.PRO
151.701354,14.1,0,27.417,27.414,36.471,23.695,53,466,2.3,-5.66,8081,0,0,0,0,0,0,25.1181,-79.2501,M4-017,OSTRICH 2014,2ED-B.PRO
151.7014,14.4,0,27.415,27.411,36.473,23.697,53,467,2.3,-5.66,8098.6,0,0,0,0,0,0,25.1181,-79.2501,M4-017,OSTRICH 2014,2ED-B.PRO
151.701447,14.7,0,27.413,27.41,36.472,23.697,54,468,2.3,-5.66,8115.8,0,0,0,0,0,0,25.1181,-79.25,M4-017,OSTRICH 2014,2ED-B.PRO
151.701493,15.1,0,27.409,27.405,36.472,23.698,52,468,2,-5.46,8115.8,0,0,0,0,0,0,25.1181,-79.25,M4-017,OSTRICH 2014,2ED-B.PRO
151.701539,15.7,0,27.409,27.405,36.472,23.698,53,469,2,-5.85,8133.4,0,0,0,0,0,0,25.1181,-79.2499,M4-017,OSTRICH 2014,2ED-B.PRO
151.701586,16.2,0,27.409,27.405,36.472,23.698,52,470,2,-6.04,8151.3,0,0,0,0,0,0,25.1181,-79.2499,M4-017,OSTRICH 2014,2ED-B.PRO
151.701632,16.3,0,27.407,27.403,36.473,23.7,54,471,2,-6.04,8168.6,0,0,0,0,0,0,25.1181,-79.2499,M4-017,OSTRICH 2014,2ED-B.PRO
151.701678,16.7,0,27.405,27.401,36.472,23.7,52,472,2,-5.26,8186.4,0,0,0,0,0,0,25.1181,-79.2498,M4-017,OSTRICH 2014,2ED-B.PRO
151.701725,17.4,0,27.404,27.4,36.472,23.7,52,473,2,-6.24,8204.4,0,0,0,0,0,0,25.1182,-79.2498,M4-017,OSTRICH 2014,2ED-B.PRO
151.701771,18,0,27.405,27.401,36.472,23.7,52,474,2,-6.83,8222.6,0,0,0,0,0,0,25.1182,-79.2497,M4-017,OSTRICH 2014,2ED-B.PRO
151.701817,18.3,0,27.404,27.4,36.473,23.7,53,475,2,-6.82,8240.4,0,0,0,0,0,0,25.1182,-79.2497,M4-017,OSTRICH 2014,2ED-B.PRO
151.701863,18.7,0,27.404,27.4,36.473,23.701,51,475,2,-6.83,8240.4,0,0,0,0,0,0,25.1182,-79.2497,M4-017,OSTRICH 2014,2ED-B.PRO
151.70191,19.3,0,27.401,27.396,36.473,23.702,53,476,2,-6.63,8258.2,0,0,0,0,0,0,25.1182,-79.2496,M4-017,OSTRICH 2014,2ED-B.PRO
151.701956,19.7,0,27.386,27.381,36.47,23.705,52,477,2,-6.44,8276.3,0,0,0,0,0,0,25.1182,-79.2496,M4-017,OSTRICH 2014,2ED-B.PRO
151.702002,20.2,0,27.372,27.367,36.473,23.711,52,478,2,-7.22,8294.6,0,0,0,0,0,0,25.1182,-79.2495,M4-017,OSTRICH 2014,2ED-B.PRO
151.702049,20.2,0,27.361,27.356,36.476,23.718,52,479,2,-6.63,8312.7,0,0,0,0,0,0,25.1182,-79.2495,M4-017,OSTRICH 2014,2ED-B.PRO
151.702095,20.7,0,27.355,27.35,36.475,23.719,52,480,2,-6.24,8330.7,0,0,0,0,0,0,25.1182,-79.2495,M4-017,OSTRICH 2014,2ED-B.PRO
151.702141,21.2,0,27.349,27.344,36.477,23.722,52,481,2,-6.04,8348.7,0,0,0,0,0,0,25.1182,-79.2494,M4-017,OSTRICH 2014,2ED-B.PRO
151.702188,21.4,0,27.344,27.339,36.483,23.729,52,482,2,-5.85,8366.6,0,0,0,0,0,0,25.1182,-79.2494,M4-017,OSTRICH 2014,2ED-B.PRO
151.702234,21.6,0,27.337,27.332,36.489,23.735,51,482,2,-5.46,8366.6,0,0,0,0,0,0,25.1182,-79.2493,M4-017,OSTRICH 2014,2ED-B.PRO
151.70228,22,0,27.329,27.324,36.494,23.741,51,483,2,-5.07,8384.6,0,0,0,0,0,0,25.1182,-79.2493,M4-017,OSTRICH 2014,2ED-B.PRO
151.702326,22.5,0,27.315,27.309,36.501,23.752,52,484,2,-5.26,8402.4,0,0,0,0,0,0,25.1182,-79.2493,M4-017,OSTRICH 2014,2ED-B.PRO
151.702373,22.7,0,27.299,27.294,36.502,23.757,51,485,2,-4.67,8420.3,0,0,0,0,0,0,25.1182,-79.2492,M4-017,OSTRICH 2014,2ED-B.PRO
151.702419,23.1,0,27.285,27.28,36.504,23.763,52,486,2,-5.46,8438.1,0,0,0,0,0,0,25.1182,-79.2492,M4-017,OSTRICH 2014,2ED-B.PRO
151.702465,23.5,0,27.268,27.262,36.507,23.771,52,487,2,-5.26,8455.9,0,0,0,0,0,0,25.1182,-79.2492,M4-017,OSTRICH 2014,2ED-B.PRO
151.702512,23.8,0,27.257,27.251,36.512,23.778,52,488,2,-4.87,8473.6,0,0,0,0,0,0,25.1182,-79.2491,M4-017,OSTRICH 2014,2ED-B.PRO
151.702558,24.2,0,27.245,27.24,36.511,23.781,52,489,2,-5.26,8491.3,0,0,0,0,0,0,25.1182,-79.2491,M4-017,OSTRICH 2014,2ED-B.PRO
151.702604,24.7,0,27.22,27.214,36.52,23.796,52,489,2,-5.65,8491.3,0,0,0,0,0,0,25.1182,-79.249,M4-017,OSTRICH 2014,2ED-B.PRO
151.70265,24.9,0,27.175,27.17,36.532,23.82,52,490,2,-5.45,8509.1,0,0,0,0,0,0,25.1182,-79.249,M4-017,OSTRICH 2014,2ED-B.PRO
151.702697,25.2,0,27.146,27.14,36.533,23.83,51,491,2,-5.06,8527.2,0,0,0,0,0,0,25.1182,-79.249,M4-017,OSTRICH 2014,2ED-B.PRO
151.702743,25.9,0,27.116,27.11,36.535,23.841,51,492,2,-6.04,8545.5,0,0,0,0,0,0,25.1182,-79.2489,M4-017,OSTRICH 2014,2ED-B.PRO
151.702789,26.1,0,27.099,27.093,36.522,23.837,53,493,2,-5.64,8563,0,0,0,0,0,0,25.1182,-79.2489,M4-017,OSTRICH 2014,2ED-B.PRO
151.702836,26.4,0,27.091,27.085,36.528,23.844,52,494,2,-5.45,8580.8,0,0,0,0,0,0,25.1182,-79.2488,M4-017,OSTRICH 2014,2ED-B.PRO
151.702882,26.8,0,27.086,27.08,36.528,23.845,52,495,2,-5.64,8598.7,0,0,0,0,0,0,25.1182,-79.2488,M4-017,OSTRICH 2014,2ED-B.PRO
151.70294,27.1,0,27.076,27.07,36.531,23.851,52,496,2,-5.45,8616.5,0,0,0,0,0,0,25.1182,-79.2488,M4-017,OSTRICH 2014,2ED-B.PRO
151.702986,27.7,0,27.07,27.063,36.522,23.847,52,496,2,-5.64,8616.5,0,0,0,0,0,0,25.1182,-79.2487,M4-017,OSTRICH 2014,2ED-B.PRO
151.703032,27.9,0,27.064,27.058,36.52,23.847,52,497,2,-5.65,8634.3,0,0,0,0,0,0,25.1182,-79.2487,M4-017,OSTRICH 2014,2ED-B.PRO
151.703079,28.4,0,27.06,27.053,36.52,23.848,51,498,2,-6.03,8652.6,0,0,0,0,0,0,25.1182,-79.2486,M4-017,OSTRICH 2014,2ED-B.PRO
151.703125,28.6,0,27.057,27.051,36.522,23.851,52,499,2,-5.06,8670.3,0,0,0,0,0,0,25.1182,-79.2486,M4-017,OSTRICH 2014,2ED-B.PRO
151.703171,29.3,0,27.052,27.045,36.523,23.853,52,500,2,-6.03,8688.3,0,0,0,0,0,0,25.1182,-79.2486,M4-017,OSTRICH 2014,2ED-B.PRO
151.703218,29.6,0,27.042,27.035,36.526,23.859,51,501,2,-6.03,8706.6,0,0,0,0,0,0,25.1182,-79.2485,M4-017,OSTRICH 2014,2ED-B.PRO
151.703264,29.9,0,27.029,27.023,36.529,23.865,52,502,2,-5.84,8724.5,0,0,0,0,0,0,25.1182,-79.2485,M4-017,OSTRICH 2014,2ED-B.PRO
151.70331,30.8,0,27.009,27.002,36.524,23.867,51,502,1.7,-6.81,8724.5,0,0,0,0,0,0,25.1182,-79.2484,M4-017,OSTRICH 2014,2ED-B.PRO
151.703357,30.9,0,26.996,26.989,36.531,23.877,51,503,2,-6.03,8742.8,0,0,0,0,0,0,25.1182,-79.2484,M4-017,OSTRICH 2014,2ED-B.PRO
151.703403,31.1,0,26.985,26.978,36.53,23.88,52,504,2,-6.03,8760.8,0,0,0,0,0,0,25.1182,-79.2484,M4-017,OSTRICH 2014,2ED-B.PRO
151.703449,31.7,0,26.975,26.967,36.535,23.887,51,505,2,-6.23,8779.1,0,0,0,0,0,0,25.1182,-79.2483,M4-017,OSTRICH 2014,2ED-B.PRO
151.703495,32.1,0,26.964,26.957,36.537,23.892,51,506,2,-6.61,8797.6,0,0,0,0,0,0,25.1182,-79.2483,M4-017,OSTRICH 2014,2ED-B.PRO
151.703542,32.4,0,26.956,26.949,36.543,23.899,50,507,2,-5.83,8816.1,0,0,0,0,0,0,25.1182,-79.2482,M4-017,OSTRICH 2014,2ED-B.PRO
151.703588,33,0,26.948,26.94,36.536,23.896,51,507,1.7,-6.22,8816.1,0,0,0,0,0,0,25.1182,-79.2482,M4-017,OSTRICH 2014,2ED-B.PRO
151.703634,33.2,0,26.942,26.935,36.534,23.896,51,508,1.7,-6.03,8834.4,0,0,0,0,0,0,25.1182,-79.2482,M4-017,OSTRICH 2014,2ED-B.PRO
151.703681,33.6,0,26.94,26.932,36.535,23.898,51,509,2,-5.25,8852.5,0,0,0,0,0,0,25.1182,-79.2481,M4-017,OSTRICH 2014,2ED-B.PRO
151.703727,33.7,0,26.935,26.927,36.531,23.897,51,510,2,-5.25,8870.6,0,0,0,0,0,0,25.1182,-79.2481,M4-017,OSTRICH 2014,2ED-B.PRO
151.703773,34.3,0,26.929,26.921,36.532,23.9,52,511,2,-6.03,8888.5,0,0,0,0,0,0,25.1182,-79.248,M4-017,OSTRICH 2014,2ED-B.PRO
151.703819,34.4,0,26.923,26.915,36.531,23.901,50,511,1.7,-5.05,8888.5,0,0,0,0,0,0,25.1182,-79.248,M4-017,OSTRICH 2014,2ED-B.PRO
151.703866,34.9,0,26.921,26.913,36.533,23.903,51,512,1.7,-5.25,8906.6,0,0,0,0,0,0,25.1182,-79.248,M4-017,OSTRICH 2014,2ED-B.PRO
151.703912,35.3,0,26.918,26.909,36.532,23.903,50,513,1.7,-5.44,8925.1,0,0,0,0,0,0,25.1182,-79.2479,M4-017,OSTRICH 2014,2ED-B.PRO
151.703958,35.6,0,26.911,26.903,36.536,23.908,51,514,2,-5.05,8943.1,0,0,0,0,0,0,25.1182,-79.2479,M4-017,OSTRICH 2014,2ED-B.PRO
