time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
152.984259,2,0,27.449,27.448,36.301,23.555,9,86,24.6,-3.75,2728.1,0,0,0,0,0,0,24.7682,-79.8539,M4-026,OSTRICH 2014,3CS-A.PRO
152.984306,1.9,0,27.452,27.452,36.261,23.524,11,86,24.6,-3.56,2728.1,0,0,0,0,0,0,24.7682,-79.8539,M4-026,OSTRICH 2014,3CS-A.PRO
152.984352,2,0,27.453,27.453,36.26,23.523,13,86,24.6,-3.75,2728.1,0,0,0,0,0,0,24.7682,-79.8539,M4-026,OSTRICH 2014,3CS-A.PRO
152.984398,2.4,0,27.455,27.454,36.257,23.52,16,86,24.6,-4.53,2728.1,0,0,0,0,0,0,24.7682,-79.8539,M4-026,OSTRICH 2014,3CS-A.PRO
152.984444,2.3,0,27.455,27.454,36.258,23.521,18,87,24.9,-4.34,2757.6,0,0,0,0,0,0,24.7683,-79.8538,M4-026,OSTRICH 2014,3CS-A.PRO
152.984491,2.5,0,27.454,27.453,36.257,23.521,28,87,24.9,-4.73,2757.6,0,0,0,0,0,0,24.7683,-79.8538,M4-026,OSTRICH 2014,3CS-A.PRO
152.984537,2.6,0,27.454,27.453,36.255,23.519,32,88,25.2,-4.93,2781.9,0,0,0,0,0,0,24.7683,-79.8538,M4-026,OSTRICH 2014,3CS-A.PRO
152.984583,2.5,0,27.457,27.456,36.256,23.519,37,88,0.6,-1.38,2781.9,0,0,0,0,0,0,24.7683,-79.8538,M4-026,OSTRICH 2014,3CS-A.PRO
152.98463,2.4,0,27.455,27.454,36.269,23.529,41,88,0.6,-0.8,2781.9,0,0,0,0,0,0,24.7683,-79.8537,M4-026,OSTRICH 2014,3CS-A.PRO
152.984676,2.3,0,27.454,27.453,36.288,23.544,40,89,0.9,-0.79,2802.4,0,0,0,0,0,0,24.7683,-79.8537,M4-026,OSTRICH 2014,3CS-A.PRO
152.984722,2.4,0,27.454,27.454,36.29,23.546,39,90,1.1,-0.8,2823.2,0,0,0,0,0,0,24.7684,-79.8537,M4-026,OSTRICH 2014,3CS-A.PRO
152.984769,2.4,0,27.454,27.453,36.289,23.545,43,90,1.1,-0.02,2823.2,0,0,0,0,0,0,24.7684,-79.8537,M4-026,OSTRICH 2014,3CS-A.PRO
152.984815,2.5,0,27.453,27.452,36.289,23.545,43,91,1.1,-0.41,2842.6,0,0,0,0,0,0,24.7684,-79.8536,M4-026,OSTRICH 2014,3CS-A.PRO
152.984861,2.4,0,27.451,27.451,36.289,23.546,42,91,1.1,0.17,2842.6,0,0,0,0,0,0,24.7684,-79.8536,M4-026,OSTRICH 2014,3CS-A.PRO
152.984907,2.5,0,27.452,27.452,36.289,23.545,48,92,1.1,0.18,2860.2,0,0,0,0,0,0,24.7684,-79.8536,M4-026,OSTRICH 2014,3CS-A.PRO
152.984954,2.5,0,27.451,27.45,36.289,23.546,48,93,1.4,-0.02,2877.9,0,0,0,0,0,0,24.7684,-79.8535,M4-026,OSTRICH 2014,3CS-A.PRO
152.985,3.5,0,27.451,27.451,36.289,23.546,50,94,1.7,-1.97,2895.4,0,0,0,0,0,0,24.7684,-79.8535,M4-026,OSTRICH 2014,3CS-A.PRO
152.985046,3.5,0,27.45,27.45,36.289,23.546,52,94,1.4,-2.16,2895.4,0,0,0,0,0,0,24.7684,-79.8535,M4-026,OSTRICH 2014,3CS-A.PRO
152.985093,4,0,27.448,27.447,36.289,23.547,51,95,1.4,-2.94,2912.9,0,0,0,0,0,0,24.7684,-79.8535,M4-026,OSTRICH 2014,3CS-A.PRO
152.985139,4.8,0,27.45,27.449,36.288,23.546,49,96,1.7,-4.5,2931.4,0,0,0,0,0,0,24.7684,-79.8534,M4-026,OSTRICH 2014,3CS-A.PRO
152.985185,5.5,0,27.452,27.451,36.288,23.545,54,96,1.4,-5.48,2931.4,0,0,0,0,0,0,24.7684,-79.8534,M4-026,OSTRICH 2014,3CS-A.PRO
152.985231,5.9,0,27.45,27.449,36.288,23.546,52,97,1.7,-6.45,2949.5,0,0,0,0,0,0,24.7684,-79.8534,M4-026,OSTRICH 2014,3CS-A.PRO
152.985278,6.3,0,27.451,27.449,36.289,23.546,54,98,1.7,-7.04,2967.1,0,0,0,0,0,0,24.7684,-79.8533,M4-026,OSTRICH 2014,3CS-A.PRO
152.985324,6.9,0,27.454,27.453,36.288,23.545,51,99,1.7,-8.21,2986,0,0,0,0,0,0,24.7684,-79.8533,M4-026,OSTRICH 2014,3CS-A.PRO
152.98537,7.5,0,27.457,27.455,36.288,23.544,51,99,1.4,-7.63,2986,0,0,0,0,0,0,24.7684,-79.8533,M4-026,OSTRICH 2014,3CS-A.PRO
152.985417,8.1,0,27.458,27.456,36.288,23.543,50,100,1.7,-8.6,3005.3,0,0,0,0,0,0,24.7684,-79.8532,M4-026,OSTRICH 2014,3CS-A.PRO
152.985463,8.7,0,27.458,27.456,36.289,23.544,53,101,1.7,-8.8,3023.6,0,0,0,0,0,0,24.7684,-79.8532,M4-026,OSTRICH 2014,3CS-A.PRO
152.985509,9.8,0,27.458,27.456,36.289,23.544,52,102,1.7,-9.38,3042.5,0,0,0,0,0,0,24.7684,-79.8532,M4-026,OSTRICH 2014,3CS-A.PRO
