time,pres,echo,temp,theta,sal,sigma,angle,flow,hzvel,vtvel,vol,net,fluor,ptran,oxygen,Irradcurrent,Irradiance,lat,lon,HaulNo,Cruise,WS_MOCFileName
149.938854,0.8,0,27.201,27.201,27.351,16.908,53,87,24.9,-1.48,1366.8,0,0,0,0,0,0,25.8569,-79.3619,M4-008,OSTRICH 2014,1EM-B.PRO
149.9389,0.7,0,27.216,27.216,30.646,19.377,54,87,24.9,-1.29,1366.8,0,0,0,0,0,0,25.8569,-79.3619,M4-008,OSTRICH 2014,1EM-B.PRO
149.938958,1,0,27.272,27.272,26.991,16.616,49,88,25.2,-1.87,1384.7,0,0,0,0,0,0,25.8569,-79.3618,M4-008,OSTRICH 2014,1EM-B.PRO
149.939005,1,0,27.28,27.28,35.707,23.162,52,88,25.2,-1.87,1384.7,0,0,0,0,0,0,25.8569,-79.3618,M4-008,OSTRICH 2014,1EM-B.PRO
149.939294,2.1,0,27.287,27.287,36.278,23.591,50,94,26.9,-4.02,1487.9,0,0,0,0,0,0,25.8568,-79.3616,M4-008,OSTRICH 2014,1EM-B.PRO
149.93934,2.6,0,27.291,27.29,36.331,23.63,52,95,27.2,-4.8,1505.5,0,0,0,0,0,0,25.8569,-79.3616,M4-008,OSTRICH 2014,1EM-B.PRO
149.939387,3.5,0,27.294,27.293,36.33,23.628,53,96,27.5,-6.56,1523.3,0,0,0,0,0,0,25.8569,-79.3615,M4-008,OSTRICH 2014,1EM-B.PRO
149.939433,4.2,0,27.295,27.294,36.335,23.631,53,97,3.1,-6.05,1540.9,0,0,0,0,0,0,25.8569,-79.3615,M4-008,OSTRICH 2014,1EM-B.PRO
149.939479,4.6,0,27.294,27.293,36.335,23.632,54,97,2.9,-7.22,1540.9,0,0,0,0,0,0,25.8569,-79.3615,M4-008,OSTRICH 2014,1EM-B.PRO
149.939525,5.1,0,27.294,27.293,36.336,23.632,52,98,3.1,-8.2,1559.5,0,0,0,0,0,0,25.8569,-79.3614,M4-008,OSTRICH 2014,1EM-B.PRO
149.939572,5.7,0,27.295,27.294,36.337,23.633,52,99,3.1,-8.79,1578.2,0,0,0,0,0,0,25.8569,-79.3614,M4-008,OSTRICH 2014,1EM-B.PRO
149.939618,6.2,0,27.298,27.296,36.339,23.634,51,100,3.4,-9.76,1597.4,0,0,0,0,0,0,25.8569,-79.3614,M4-008,OSTRICH 2014,1EM-B.PRO
149.939664,6.8,0,27.298,27.296,36.34,23.634,53,100,1.7,-8.79,1597.4,0,0,0,0,0,0,25.8569,-79.3613,M4-008,OSTRICH 2014,1EM-B.PRO
149.939711,7.6,0,27.295,27.294,36.341,23.636,49,101,1.7,-9.37,1617.3,0,0,0,0,0,0,25.8569,-79.3613,M4-008,OSTRICH 2014,1EM-B.PRO
149.939757,8.4,0,27.295,27.293,36.341,23.636,50,102,1.7,-9.18,1636.7,0,0,0,0,0,0,25.8569,-79.3612,M4-008,OSTRICH 2014,1EM-B.PRO
149.939803,8.9,0,27.296,27.294,36.342,23.636,51,103,1.7,-8.79,1655.7,0,0,0,0,0,0,25.8569,-79.3612,M4-008,OSTRICH 2014,1EM-B.PRO
149.93985,9.4,0,27.298,27.296,36.342,23.636,49,103,1.7,-8.99,1655.7,0,0,0,0,0,0,25.8569,-79.3612,M4-008,OSTRICH 2014,1EM-B.PRO
149.939896,9.9,0,27.298,27.296,36.341,23.635,48,104,1.7,-8.99,1675.8,0,0,0,0,0,0,25.8569,-79.3611,M4-008,OSTRICH 2014,1EM-B.PRO
149.939942,10.4,0,27.298,27.295,36.341,23.635,49,105,1.7,-8.79,1695.5,0,0,0,0,0,0,25.857,-79.3611,M4-008,OSTRICH 2014,1EM-B.PRO
149.939988,10.8,0,27.297,27.294,36.341,23.636,48,106,1.7,-8.6,1715.4,0,0,0,0,0,0,25.857,-79.3611,M4-008,OSTRICH 2014,1EM-B.PRO
149.940035,11.3,0,27.293,27.291,36.343,23.638,50,106,1.7,-8.4,1715.4,0,0,0,0,0,0,25.857,-79.361,M4-008,OSTRICH 2014,1EM-B.PRO
149.940081,11.7,0,27.292,27.289,36.343,23.639,47,107,1.7,-7.82,1735.5,0,0,0,0,0,0,25.857,-79.361,M4-008,OSTRICH 2014,1EM-B.PRO
149.940127,12.4,0,27.292,27.289,36.344,23.64,49,108,1.7,-7.43,1754.8,0,0,0,0,0,0,25.857,-79.361,M4-008,OSTRICH 2014,1EM-B.PRO
149.940174,12.6,0,27.293,27.29,36.345,23.64,47,109,1.7,-6.84,1774.6,0,0,0,0,0,0,25.857,-79.3609,M4-008,OSTRICH 2014,1EM-B.PRO
149.94022,13.2,0,27.295,27.292,36.344,23.639,47,109,1.7,-7.04,1774.6,0,0,0,0,0,0,25.857,-79.3609,M4-008,OSTRICH 2014,1EM-B.PRO
149.940266,13.4,0,27.295,27.292,36.344,23.638,48,110,1.7,-6.65,1794,0,0,0,0,0,0,25.857,-79.3609,M4-008,OSTRICH 2014,1EM-B.PRO
